id,Target
82189,1
82190,0
82191,1
82192,1
82193,0
82194,1
82195,1
82196,0
82197,1
82198,1
82199,0
82200,0
82201,0
82202,0
82203,0
82204,0
82205,1
82206,1
82207,1
82208,0
82209,1
82210,1
82211,1
82212,1
82213,1
82214,0
82215,0
82216,0
82217,0
82218,1
82219,0
82220,1
82221,1
82222,0
82223,1
82224,1
82225,0
82226,1
82227,0
82228,0
82229,0
82230,0
82231,0
82232,0
82233,0
82234,0
82235,0
82236,1
82237,1
82238,1
82239,1
82240,1
82241,1
82242,0
82243,1
82244,1
82245,0
82246,1
82247,1
82248,0
82249,0
82250,1
82251,1
82252,0
82253,0
82254,0
82255,1
82256,0
82257,0
82258,1
82259,1
82260,0
82261,1
82262,0
82263,0
82264,0
82265,0
82266,0
82267,0
82268,1
82269,1
82270,1
82271,1
82272,1
82273,0
82274,1
82275,0
82276,1
82277,1
82278,0
82279,0
82280,1
82281,1
82282,1
82283,0
82284,0
82285,0
82286,1
82287,0
82288,0
82289,1
82290,1
82291,1
82292,0
82293,0
82294,0
82295,0
82296,0
82297,0
82298,0
82299,1
82300,1
82301,0
82302,1
82303,0
82304,0
82305,1
82306,1
82307,1
82308,1
82309,0
82310,0
82311,1
82312,1
82313,0
82314,1
82315,0
82316,0
82317,0
82318,1
82319,0
82320,0
82321,1
82322,0
82323,1
82324,0
82325,1
82326,1
82327,0
82328,0
82329,0
82330,0
82331,0
82332,0
82333,0
82334,1
82335,0
82336,1
82337,1
82338,1
82339,1
82340,1
82341,1
82342,0
82343,1
82344,0
82345,0
82346,1
82347,1
82348,1
82349,1
82350,1
82351,0
82352,1
82353,1
82354,1
82355,0
82356,1
82357,1
82358,0
82359,1
82360,1
82361,0
82362,0
82363,1
82364,1
82365,0
82366,1
82367,0
82368,1
82369,0
82370,1
82371,0
82372,0
82373,1
82374,0
82375,1
82376,0
82377,0
82378,0
82379,0
82380,1
82381,0
82382,1
82383,1
82384,1
82385,0
82386,0
82387,0
82388,0
82389,0
82390,1
82391,1
82392,1
82393,1
82394,0
82395,0
82396,0
82397,1
82398,1
82399,0
82400,0
82401,0
82402,1
82403,1
82404,0
82405,0
82406,0
82407,1
82408,0
82409,1
82410,1
82411,1
82412,1
82413,0
82414,0
82415,0
82416,0
82417,0
82418,1
82419,0
82420,1
82421,1
82422,1
82423,1
82424,0
82425,0
82426,0
82427,1
82428,1
82429,1
82430,1
82431,0
82432,1
82433,1
82434,0
82435,1
82436,1
82437,1
82438,1
82439,0
82440,1
82441,0
82442,1
82443,0
82444,0
82445,0
82446,0
82447,0
82448,0
82449,1
82450,0
82451,0
82452,1
82453,0
82454,0
82455,1
82456,0
82457,1
82458,1
82459,1
82460,0
82461,0
82462,1
82463,1
82464,1
82465,1
82466,0
82467,0
82468,0
82469,1
82470,1
82471,0
82472,1
82473,0
82474,1
82475,1
82476,1
82477,0
82478,1
82479,0
82480,0
82481,1
82482,1
82483,1
82484,0
82485,1
82486,0
82487,1
82488,1
82489,0
82490,0
82491,0
82492,1
82493,1
82494,0
82495,1
82496,1
82497,0
82498,0
82499,1
82500,1
82501,0
82502,1
82503,1
82504,0
82505,0
82506,0
82507,1
82508,0
82509,1
82510,0
82511,0
82512,1
82513,0
82514,0
82515,0
82516,0
82517,0
82518,1
82519,1
82520,0
82521,0
82522,1
82523,0
82524,1
82525,1
82526,1
82527,1
82528,1
82529,1
82530,1
82531,1
82532,0
82533,1
82534,1
82535,1
82536,0
82537,0
82538,0
82539,0
82540,0
82541,1
82542,1
82543,0
82544,0
82545,1
82546,0
82547,1
82548,1
82549,1
82550,0
82551,0
82552,1
82553,1
82554,0
82555,1
82556,1
82557,1
82558,0
82559,0
82560,0
82561,0
82562,0
82563,0
82564,0
82565,1
82566,0
82567,0
82568,0
82569,0
82570,0
82571,0
82572,1
82573,1
82574,0
82575,1
82576,0
82577,0
82578,1
82579,0
82580,0
82581,0
82582,1
82583,0
82584,1
82585,0
82586,0
82587,0
82588,0
82589,1
82590,0
82591,0
82592,0
82593,0
82594,0
82595,0
82596,1
82597,1
82598,0
82599,1
82600,1
82601,0
82602,1
82603,0
82604,0
82605,0
82606,0
82607,0
82608,1
82609,0
82610,0
82611,1
82612,0
82613,1
82614,1
82615,1
82616,0
82617,0
82618,1
82619,1
82620,0
82621,1
82622,0
82623,1
82624,1
82625,0
82626,0
82627,1
82628,0
82629,0
82630,1
82631,1
82632,0
82633,1
82634,1
82635,1
82636,0
82637,0
82638,0
82639,0
82640,1
82641,0
82642,0
82643,0
82644,1
82645,0
82646,1
82647,1
82648,1
82649,0
82650,1
82651,1
82652,1
82653,0
82654,0
82655,1
82656,0
82657,0
82658,0
82659,1
82660,1
82661,1
82662,0
82663,1
82664,0
82665,0
82666,0
82667,0
82668,0
82669,0
82670,0
82671,1
82672,0
82673,1
82674,0
82675,1
82676,0
82677,1
82678,0
82679,0
82680,1
82681,0
82682,1
82683,1
82684,1
82685,0
82686,1
82687,0
82688,1
82689,0
82690,1
82691,1
82692,0
82693,0
82694,0
82695,0
82696,0
82697,0
82698,1
82699,1
82700,1
82701,1
82702,0
82703,0
82704,1
82705,1
82706,0
82707,0
82708,0
82709,1
82710,1
82711,1
82712,1
82713,1
82714,0
82715,0
82716,0
82717,0
82718,1
82719,0
82720,0
82721,0
82722,0
82723,0
82724,0
82725,1
82726,0
82727,1
82728,1
82729,0
82730,0
82731,0
82732,1
82733,0
82734,1
82735,0
82736,1
82737,1
82738,0
82739,1
82740,1
82741,0
82742,1
82743,0
82744,0
82745,0
82746,0
82747,1
82748,0
82749,1
82750,1
82751,0
82752,1
82753,1
82754,0
82755,0
82756,1
82757,1
82758,0
82759,0
82760,0
82761,1
82762,1
82763,0
82764,1
82765,1
82766,0
82767,1
82768,0
82769,1
82770,0
82771,1
82772,1
82773,0
82774,1
82775,0
82776,0
82777,0
82778,0
82779,0
82780,0
82781,0
82782,0
82783,0
82784,1
82785,1
82786,0
82787,0
82788,1
82789,0
82790,0
82791,0
82792,0
82793,1
82794,1
82795,0
82796,0
82797,1
82798,0
82799,1
82800,0
82801,1
82802,0
82803,1
82804,1
82805,0
82806,0
82807,1
82808,1
82809,0
82810,1
82811,0
82812,0
82813,1
82814,0
82815,0
82816,1
82817,0
82818,0
82819,1
82820,1
82821,1
82822,1
82823,1
82824,1
82825,0
82826,0
82827,0
82828,0
82829,1
82830,1
82831,0
82832,1
82833,1
82834,0
82835,1
82836,1
82837,1
82838,1
82839,0
82840,1
82841,0
82842,0
82843,0
82844,1
82845,0
82846,0
82847,1
82848,0
82849,0
82850,0
82851,0
82852,1
82853,1
82854,1
82855,1
82856,0
82857,1
82858,1
82859,0
82860,0
82861,1
82862,1
82863,0
82864,0
82865,1
82866,1
82867,1
82868,0
82869,1
82870,1
82871,1
82872,0
82873,1
82874,0
82875,0
82876,0
82877,0
82878,0
82879,0
82880,0
82881,1
82882,0
82883,0
82884,0
82885,1
82886,0
82887,1
82888,0
82889,0
82890,1
82891,0
82892,1
82893,0
82894,0
82895,0
82896,1
82897,0
82898,0
82899,0
82900,1
82901,0
82902,0
82903,1
82904,1
82905,0
82906,1
82907,1
82908,0
82909,0
82910,0
82911,0
82912,0
82913,1
82914,0
82915,1
82916,0
82917,1
82918,1
82919,0
82920,0
82921,1
82922,0
82923,0
82924,1
82925,1
82926,1
82927,0
82928,0
82929,0
82930,0
82931,0
82932,0
82933,0
82934,0
82935,1
82936,0
82937,0
82938,0
82939,0
82940,0
82941,1
82942,1
82943,0
82944,1
82945,0
82946,1
82947,1
82948,1
82949,0
82950,0
82951,1
82952,1
82953,1
82954,0
82955,1
82956,0
82957,1
82958,0
82959,0
82960,0
82961,1
82962,1
82963,1
82964,1
82965,0
82966,1
82967,1
82968,0
82969,0
82970,1
82971,1
82972,1
82973,1
82974,1
82975,1
82976,1
82977,1
82978,1
82979,0
82980,1
82981,1
82982,0
82983,0
82984,1
82985,0
82986,1
82987,0
82988,0
82989,1
82990,1
82991,0
82992,0
82993,1
82994,1
82995,0
82996,1
82997,1
82998,0
82999,1
83000,1
83001,1
83002,1
83003,1
83004,1
83005,1
83006,0
83007,0
83008,0
83009,1
83010,0
83011,1
83012,0
83013,0
83014,0
83015,0
83016,1
83017,0
83018,0
83019,0
83020,0
83021,1
83022,1
83023,0
83024,1
83025,1
83026,0
83027,1
83028,0
83029,1
83030,1
83031,1
83032,0
83033,1
83034,1
83035,0
83036,0
83037,0
83038,1
83039,1
83040,0
83041,0
83042,0
83043,0
83044,1
83045,0
83046,1
83047,0
83048,0
83049,1
83050,1
83051,0
83052,1
83053,0
83054,0
83055,0
83056,1
83057,0
83058,0
83059,1
83060,1
83061,1
83062,1
83063,1
83064,0
83065,0
83066,0
83067,1
83068,0
83069,0
83070,0
83071,1
83072,1
83073,1
83074,1
83075,1
83076,0
83077,0
83078,0
83079,1
83080,0
83081,0
83082,1
83083,1
83084,1
83085,1
83086,0
83087,1
83088,0
83089,0
83090,0
83091,0
83092,0
83093,0
83094,1
83095,1
83096,0
83097,0
83098,0
83099,1
83100,1
83101,1
83102,0
83103,0
83104,1
83105,0
83106,1
83107,0
83108,0
83109,0
83110,1
83111,1
83112,1
83113,1
83114,0
83115,1
83116,1
83117,1
83118,1
83119,0
83120,0
83121,1
83122,1
83123,0
83124,1
83125,0
83126,0
83127,1
83128,0
83129,0
83130,0
83131,1
83132,1
83133,0
83134,1
83135,0
83136,1
83137,0
83138,0
83139,1
83140,1
83141,0
83142,1
83143,1
83144,1
83145,0
83146,1
83147,1
83148,0
83149,1
83150,0
83151,1
83152,0
83153,0
83154,1
83155,0
83156,0
83157,0
83158,1
83159,1
83160,0
83161,0
83162,1
83163,1
83164,0
83165,0
83166,1
83167,1
83168,1
83169,1
83170,0
83171,1
83172,0
83173,1
83174,0
83175,0
83176,0
83177,1
83178,1
83179,1
83180,0
83181,1
83182,1
83183,0
83184,1
83185,1
83186,1
83187,1
83188,1
83189,1
83190,1
83191,0
83192,0
83193,1
83194,0
83195,1
83196,1
83197,1
83198,1
83199,0
83200,1
83201,1
83202,1
83203,0
83204,1
83205,1
83206,0
83207,1
83208,1
83209,1
83210,0
83211,0
83212,1
83213,0
83214,0
83215,0
83216,0
83217,0
83218,0
83219,1
83220,1
83221,0
83222,1
83223,0
83224,0
83225,0
83226,0
83227,0
83228,0
83229,0
83230,0
83231,0
83232,0
83233,0
83234,0
83235,0
83236,0
83237,0
83238,1
83239,1
83240,1
83241,0
83242,0
83243,1
83244,0
83245,0
83246,0
83247,0
83248,1
83249,1
83250,0
83251,1
83252,0
83253,0
83254,1
83255,0
83256,1
83257,0
83258,1
83259,1
83260,1
83261,1
83262,0
83263,1
83264,1
83265,1
83266,0
83267,1
83268,0
83269,0
83270,1
83271,0
83272,1
83273,0
83274,1
83275,0
83276,0
83277,1
83278,1
83279,0
83280,0
83281,0
83282,0
83283,1
83284,1
83285,1
83286,0
83287,0
83288,1
83289,0
83290,1
83291,1
83292,0
83293,0
83294,0
83295,1
83296,1
83297,1
83298,0
83299,1
83300,0
83301,1
83302,0
83303,1
83304,0
83305,0
83306,1
83307,0
83308,1
83309,0
83310,0
83311,1
83312,0
83313,0
83314,0
83315,0
83316,1
83317,0
83318,1
83319,1
83320,0
83321,1
83322,1
83323,0
83324,1
83325,1
83326,0
83327,1
83328,1
83329,1
83330,0
83331,0
83332,1
83333,1
83334,0
83335,1
83336,0
83337,0
83338,1
83339,0
83340,1
83341,1
83342,1
83343,1
83344,0
83345,0
83346,0
83347,1
83348,1
83349,0
83350,0
83351,0
83352,0
83353,1
83354,0
83355,0
83356,1
83357,0
83358,1
83359,1
83360,0
83361,0
83362,0
83363,0
83364,1
83365,0
83366,0
83367,1
83368,1
83369,1
83370,1
83371,1
83372,1
83373,1
83374,0
83375,0
83376,1
83377,1
83378,0
83379,1
83380,1
83381,0
83382,1
83383,0
83384,1
83385,1
83386,0
83387,1
83388,0
83389,1
83390,0
83391,1
83392,1
83393,1
83394,1
83395,0
83396,0
83397,1
83398,0
83399,1
83400,1
83401,0
83402,1
83403,0
83404,0
83405,1
83406,0
83407,0
83408,1
83409,1
83410,1
83411,1
83412,0
83413,0
83414,0
83415,1
83416,1
83417,0
83418,1
83419,1
83420,1
83421,0
83422,1
83423,0
83424,0
83425,1
83426,0
83427,0
83428,0
83429,1
83430,0
83431,1
83432,1
83433,0
83434,0
83435,0
83436,0
83437,1
83438,1
83439,1
83440,0
83441,0
83442,0
83443,0
83444,1
83445,0
83446,0
83447,0
83448,0
83449,1
83450,1
83451,1
83452,0
83453,0
83454,1
83455,1
83456,1
83457,0
83458,0
83459,1
83460,0
83461,0
83462,0
83463,0
83464,0
83465,0
83466,0
83467,0
83468,1
83469,0
83470,0
83471,1
83472,0
83473,1
83474,1
83475,0
83476,1
83477,1
83478,0
83479,0
83480,0
83481,0
83482,1
83483,0
83484,0
83485,1
83486,0
83487,1
83488,0
83489,1
83490,0
83491,1
83492,0
83493,1
83494,0
83495,0
83496,1
83497,0
83498,1
83499,0
83500,0
83501,1
83502,0
83503,0
83504,0
83505,0
83506,1
83507,1
83508,1
83509,0
83510,0
83511,0
83512,1
83513,1
83514,1
83515,0
83516,0
83517,1
83518,1
83519,0
83520,1
83521,0
83522,0
83523,1
83524,1
83525,1
83526,0
83527,1
83528,1
83529,0
83530,0
83531,0
83532,0
83533,1
83534,0
83535,0
83536,1
83537,0
83538,0
83539,0
83540,0
83541,1
83542,1
83543,1
83544,0
83545,0
83546,0
83547,0
83548,0
83549,0
83550,1
83551,1
83552,0
83553,1
83554,0
83555,0
83556,0
83557,0
83558,1
83559,0
83560,0
83561,1
83562,0
83563,1
83564,0
83565,0
83566,0
83567,0
83568,1
83569,1
83570,0
83571,1
83572,0
83573,0
83574,1
83575,1
83576,0
83577,1
83578,0
83579,1
83580,1
83581,1
83582,1
83583,1
83584,0
83585,0
83586,0
83587,0
83588,1
83589,1
83590,1
83591,1
83592,0
83593,0
83594,1
83595,1
83596,1
83597,0
83598,1
83599,0
83600,0
83601,1
83602,0
83603,0
83604,1
83605,1
83606,0
83607,0
83608,0
83609,0
83610,0
83611,1
83612,0
83613,1
83614,1
83615,0
83616,0
83617,1
83618,0
83619,0
83620,0
83621,0
83622,1
83623,1
83624,0
83625,1
83626,1
83627,1
83628,1
83629,0
83630,0
83631,1
83632,1
83633,0
83634,1
83635,1
83636,1
83637,0
83638,0
83639,0
83640,1
83641,1
83642,1
83643,1
83644,0
83645,0
83646,1
83647,0
83648,0
83649,1
83650,0
83651,1
83652,1
83653,1
83654,0
83655,1
83656,1
83657,1
83658,0
83659,1
83660,0
83661,0
83662,0
83663,0
83664,1
83665,0
83666,1
83667,1
83668,0
83669,0
83670,0
83671,1
83672,1
83673,1
83674,1
83675,0
83676,0
83677,1
83678,1
83679,0
83680,1
83681,1
83682,0
83683,1
83684,0
83685,0
83686,0
83687,1
83688,1
83689,0
83690,0
83691,0
83692,1
83693,1
83694,1
83695,1
83696,0
83697,1
83698,0
83699,0
83700,1
83701,1
83702,1
83703,0
83704,1
83705,0
83706,1
83707,0
83708,1
83709,1
83710,1
83711,0
83712,1
83713,0
83714,1
83715,0
83716,1
83717,1
83718,0
83719,1
83720,1
83721,1
83722,1
83723,1
83724,0
83725,1
83726,0
83727,0
83728,1
83729,1
83730,1
83731,1
83732,1
83733,0
83734,1
83735,0
83736,1
83737,1
83738,0
83739,1
83740,0
83741,1
83742,0
83743,1
83744,1
83745,0
83746,1
83747,1
83748,0
83749,1
83750,1
83751,1
83752,0
83753,0
83754,0
83755,1
83756,1
83757,0
83758,1
83759,1
83760,0
83761,1
83762,1
83763,1
83764,1
83765,0
83766,1
83767,0
83768,1
83769,1
83770,0
83771,1
83772,1
83773,1
83774,0
83775,0
83776,0
83777,0
83778,0
83779,0
83780,0
83781,1
83782,0
83783,1
83784,0
83785,1
83786,1
83787,1
83788,1
83789,0
83790,1
83791,1
83792,1
83793,0
83794,0
83795,1
83796,1
83797,1
83798,1
83799,0
83800,1
83801,1
83802,1
83803,1
83804,0
83805,0
83806,0
83807,0
83808,1
83809,0
83810,1
83811,1
83812,0
83813,1
83814,0
83815,1
83816,0
83817,1
83818,1
83819,1
83820,1
83821,1
83822,1
83823,0
83824,1
83825,0
83826,1
83827,0
83828,0
83829,0
83830,0
83831,0
83832,0
83833,1
83834,0
83835,0
83836,1
83837,1
83838,1
83839,1
83840,1
83841,0
83842,1
83843,0
83844,0
83845,1
83846,0
83847,1
83848,1
83849,0
83850,1
83851,1
83852,1
83853,0
83854,0
83855,0
83856,1
83857,1
83858,1
83859,1
83860,0
83861,1
83862,1
83863,0
83864,1
83865,0
83866,1
83867,1
83868,0
83869,1
83870,0
83871,0
83872,0
83873,0
83874,0
83875,1
83876,0
83877,1
83878,0
83879,1
83880,1
83881,0
83882,1
83883,0
83884,0
83885,0
83886,1
83887,0
83888,1
83889,1
83890,0
83891,1
83892,0
83893,1
83894,1
83895,1
83896,0
83897,0
83898,0
83899,1
83900,0
83901,0
83902,1
83903,0
83904,1
83905,0
83906,1
83907,0
83908,0
83909,1
83910,1
83911,1
83912,1
83913,0
83914,0
83915,1
83916,0
83917,0
83918,0
83919,1
83920,0
83921,0
83922,1
83923,1
83924,1
83925,0
83926,1
83927,1
83928,1
83929,1
83930,1
83931,1
83932,1
83933,0
83934,1
83935,0
83936,0
83937,0
83938,0
83939,0
83940,0
83941,0
83942,1
83943,1
83944,0
83945,0
83946,1
83947,0
83948,1
83949,0
83950,0
83951,1
83952,0
83953,0
83954,0
83955,0
83956,1
83957,0
83958,1
83959,0
83960,0
83961,1
83962,0
83963,0
83964,0
83965,1
83966,0
83967,0
83968,0
83969,0
83970,0
83971,1
83972,1
83973,1
83974,1
83975,0
83976,1
83977,0
83978,0
83979,0
83980,1
83981,0
83982,1
83983,0
83984,0
83985,0
83986,1
83987,1
83988,0
83989,1
83990,1
83991,1
83992,0
83993,0
83994,0
83995,0
83996,1
83997,1
83998,0
83999,1
84000,1
84001,1
84002,1
84003,1
84004,0
84005,1
84006,0
84007,0
84008,1
84009,1
84010,0
84011,1
84012,1
84013,1
84014,1
84015,0
84016,1
84017,0
84018,0
84019,1
84020,0
84021,0
84022,0
84023,1
84024,1
84025,1
84026,0
84027,1
84028,0
84029,1
84030,1
84031,0
84032,1
84033,0
84034,0
84035,1
84036,1
84037,1
84038,1
84039,0
84040,1
84041,0
84042,0
84043,1
84044,1
84045,0
84046,0
84047,0
84048,0
84049,0
84050,0
84051,1
84052,0
84053,1
84054,1
84055,1
84056,1
84057,0
84058,0
84059,1
84060,0
84061,0
84062,0
84063,0
84064,0
84065,1
84066,1
84067,1
84068,1
84069,1
84070,0
84071,0
84072,0
84073,0
84074,1
84075,0
84076,1
84077,1
84078,0
84079,0
84080,0
84081,1
84082,1
84083,1
84084,0
84085,1
84086,0
84087,1
84088,0
84089,1
84090,0
84091,0
84092,0
84093,0
84094,0
84095,0
84096,0
84097,1
84098,0
84099,1
84100,1
84101,0
84102,1
84103,0
84104,1
84105,1
84106,1
84107,0
84108,0
84109,0
84110,0
84111,0
84112,0
84113,1
84114,0
84115,1
84116,0
84117,0
84118,1
84119,1
84120,0
84121,1
84122,1
84123,0
84124,0
84125,0
84126,1
84127,1
84128,1
84129,1
84130,0
84131,1
84132,1
84133,1
84134,0
84135,1
84136,0
84137,0
84138,0
84139,0
84140,0
84141,0
84142,0
84143,0
84144,0
84145,1
84146,0
84147,0
84148,0
84149,1
84150,1
84151,1
84152,1
84153,0
84154,0
84155,1
84156,0
84157,1
84158,0
84159,1
84160,1
84161,1
84162,0
84163,0
84164,1
84165,0
84166,0
84167,0
84168,1
84169,0
84170,1
84171,1
84172,1
84173,1
84174,1
84175,1
84176,0
84177,1
84178,0
84179,1
84180,0
84181,0
84182,1
84183,1
84184,0
84185,1
84186,0
84187,0
84188,1
84189,1
84190,0
84191,1
84192,1
84193,1
84194,1
84195,0
84196,1
84197,0
84198,0
84199,0
84200,0
84201,1
84202,0
84203,1
84204,0
84205,0
84206,1
84207,0
84208,1
84209,1
84210,0
84211,0
84212,1
84213,0
84214,0
84215,0
84216,0
84217,0
84218,0
84219,0
84220,0
84221,1
84222,1
84223,1
84224,1
84225,0
84226,1
84227,1
84228,1
84229,0
84230,0
84231,0
84232,0
84233,1
84234,0
84235,1
84236,0
84237,0
84238,1
84239,0
84240,1
84241,0
84242,0
84243,0
84244,1
84245,0
84246,0
84247,0
84248,0
84249,0
84250,0
84251,1
84252,1
84253,1
84254,1
84255,1
84256,1
84257,0
84258,0
84259,0
84260,0
84261,1
84262,0
84263,0
84264,0
84265,0
84266,1
84267,0
84268,0
84269,0
84270,1
84271,0
84272,0
84273,0
84274,1
84275,1
84276,0
84277,0
84278,1
84279,0
84280,1
84281,1
84282,0
84283,1
84284,0
84285,0
84286,0
84287,1
84288,0
84289,0
84290,0
84291,1
84292,1
84293,0
84294,1
84295,0
84296,1
84297,0
84298,0
84299,0
84300,0
84301,0
84302,1
84303,1
84304,1
84305,0
84306,1
84307,1
84308,1
84309,0
84310,0
84311,1
84312,0
84313,1
84314,0
84315,0
84316,0
84317,0
84318,1
84319,0
84320,1
84321,0
84322,1
84323,0
84324,0
84325,0
84326,1
84327,0
84328,1
84329,0
84330,1
84331,0
84332,0
84333,1
84334,1
84335,0
84336,0
84337,0
84338,1
84339,1
84340,1
84341,1
84342,0
84343,0
84344,1
84345,1
84346,1
84347,1
84348,0
84349,1
84350,1
84351,1
84352,0
84353,0
84354,0
84355,0
84356,1
84357,0
84358,0
84359,1
84360,1
84361,0
84362,1
84363,1
84364,1
84365,0
84366,0
84367,0
84368,0
84369,1
84370,0
84371,1
84372,0
84373,0
84374,1
84375,1
84376,0
84377,0
84378,0
84379,1
84380,1
84381,0
84382,0
84383,1
84384,1
84385,0
84386,0
84387,0
84388,1
84389,1
84390,1
84391,1
84392,0
84393,0
84394,0
84395,0
84396,0
84397,0
84398,0
84399,0
84400,1
84401,1
84402,1
84403,0
84404,1
84405,1
84406,1
84407,0
84408,0
84409,1
84410,0
84411,0
84412,0
84413,0
84414,1
84415,0
84416,0
84417,0
84418,1
84419,0
84420,0
84421,1
84422,0
84423,0
84424,0
84425,0
84426,0
84427,0
84428,1
84429,0
84430,1
84431,1
84432,0
84433,1
84434,0
84435,0
84436,1
84437,1
84438,0
84439,1
84440,0
84441,0
84442,0
84443,0
84444,1
84445,1
84446,1
84447,0
84448,1
84449,1
84450,0
84451,0
84452,1
84453,0
84454,1
84455,0
84456,1
84457,0
84458,1
84459,1
84460,1
84461,1
84462,0
84463,1
84464,1
84465,1
84466,0
84467,0
84468,1
84469,1
84470,0
84471,0
84472,0
84473,0
84474,0
84475,0
84476,0
84477,0
84478,1
84479,1
84480,1
84481,1
84482,0
84483,1
84484,0
84485,0
84486,1
84487,1
84488,0
84489,0
84490,0
84491,1
84492,0
84493,0
84494,1
84495,0
84496,1
84497,0
84498,0
84499,0
84500,0
84501,1
84502,0
84503,0
84504,1
84505,0
84506,1
84507,1
84508,1
84509,0
84510,0
84511,1
84512,0
84513,1
84514,1
84515,1
84516,1
84517,0
84518,0
84519,1
84520,1
84521,1
84522,1
84523,0
84524,0
84525,1
84526,0
84527,1
84528,0
84529,0
84530,0
84531,1
84532,1
84533,0
84534,0
84535,1
84536,0
84537,1
84538,0
84539,0
84540,0
84541,0
84542,0
84543,0
84544,0
84545,0
84546,0
84547,0
84548,0
84549,0
84550,0
84551,1
84552,1
84553,0
84554,0
84555,0
84556,0
84557,0
84558,1
84559,1
84560,1
84561,0
84562,1
84563,0
84564,0
84565,0
84566,0
84567,0
84568,0
84569,1
84570,0
84571,1
84572,0
84573,1
84574,1
84575,1
84576,0
84577,1
84578,1
84579,0
84580,0
84581,1
84582,0
84583,0
84584,1
84585,0
84586,1
84587,0
84588,0
84589,1
84590,1
84591,0
84592,0
84593,1
84594,1
84595,0
84596,0
84597,0
84598,0
84599,1
84600,1
84601,1
84602,1
84603,1
84604,1
84605,1
84606,1
84607,1
84608,1
84609,1
84610,0
84611,1
84612,0
84613,1
84614,1
84615,0
84616,1
84617,1
84618,0
84619,0
84620,0
84621,1
84622,1
84623,1
84624,0
84625,1
84626,0
84627,0
84628,1
84629,1
84630,0
84631,0
84632,0
84633,0
84634,0
84635,0
84636,0
84637,1
84638,1
84639,0
84640,0
84641,0
84642,1
84643,0
84644,1
84645,1
84646,0
84647,1
84648,1
84649,0
84650,1
84651,0
84652,1
84653,0
84654,1
84655,0
84656,0
84657,0
84658,0
84659,1
84660,1
84661,0
84662,0
84663,1
84664,1
84665,0
84666,0
84667,1
84668,1
84669,0
84670,0
84671,0
84672,0
84673,1
84674,1
84675,1
84676,0
84677,0
84678,1
84679,1
84680,1
84681,0
84682,0
84683,0
84684,0
84685,0
84686,0
84687,1
84688,0
84689,1
84690,0
84691,0
84692,1
84693,1
84694,0
84695,1
84696,0
84697,0
84698,1
84699,1
84700,0
84701,1
84702,1
84703,0
84704,0
84705,0
84706,1
84707,0
84708,1
84709,1
84710,1
84711,1
84712,0
84713,1
84714,0
84715,0
84716,1
84717,1
84718,1
84719,0
84720,0
84721,0
84722,0
84723,0
84724,0
84725,0
84726,1
84727,0
84728,1
84729,1
84730,1
84731,0
84732,1
84733,1
84734,0
84735,1
84736,0
84737,0
84738,0
84739,0
84740,0
84741,1
84742,0
84743,0
84744,1
84745,1
84746,0
84747,0
84748,0
84749,1
84750,0
84751,1
84752,0
84753,1
84754,1
84755,1
84756,1
84757,0
84758,1
84759,0
84760,0
84761,0
84762,0
84763,0
84764,0
84765,1
84766,1
84767,0
84768,0
84769,0
84770,1
84771,1
84772,0
84773,0
84774,0
84775,1
84776,0
84777,0
84778,0
84779,1
84780,0
84781,1
84782,1
84783,1
84784,0
84785,0
84786,1
84787,0
84788,1
84789,1
84790,1
84791,1
84792,1
84793,1
84794,0
84795,0
84796,0
84797,0
84798,1
84799,0
84800,0
84801,1
84802,0
84803,0
84804,1
84805,0
84806,0
84807,1
84808,1
84809,0
84810,0
84811,1
84812,0
84813,0
84814,0
84815,1
84816,1
84817,0
84818,0
84819,0
84820,0
84821,1
84822,0
84823,1
84824,0
84825,0
84826,0
84827,0
84828,0
84829,0
84830,1
84831,0
84832,0
84833,0
84834,1
84835,0
84836,0
84837,1
84838,1
84839,1
84840,0
84841,1
84842,0
84843,1
84844,0
84845,1
84846,0
84847,0
84848,1
84849,0
84850,1
84851,0
84852,0
84853,1
84854,1
84855,0
84856,1
84857,0
84858,0
84859,0
84860,0
84861,0
84862,0
84863,0
84864,0
84865,1
84866,0
84867,1
84868,0
84869,1
84870,1
84871,0
84872,1
84873,0
84874,1
84875,0
84876,0
84877,1
84878,1
84879,0
84880,1
84881,0
84882,1
84883,0
84884,1
84885,1
84886,0
84887,0
84888,1
84889,1
84890,0
84891,0
84892,1
84893,0
84894,1
84895,1
84896,1
84897,0
84898,1
84899,0
84900,1
84901,0
84902,0
84903,1
84904,0
84905,1
84906,1
84907,0
84908,1
84909,1
84910,1
84911,1
84912,1
84913,1
84914,1
84915,0
84916,0
84917,1
84918,1
84919,1
84920,0
84921,0
84922,1
84923,0
84924,0
84925,0
84926,0
84927,1
84928,0
84929,1
84930,1
84931,0
84932,1
84933,0
84934,0
84935,0
84936,0
84937,1
84938,1
84939,0
84940,1
84941,0
84942,0
84943,1
84944,0
84945,0
84946,0
84947,0
84948,1
84949,0
84950,0
84951,1
84952,1
84953,1
84954,0
84955,0
84956,0
84957,0
84958,1
84959,1
84960,1
84961,0
84962,0
84963,1
84964,0
84965,0
84966,0
84967,1
84968,0
84969,0
84970,1
84971,1
84972,0
84973,0
84974,1
84975,1
84976,1
84977,0
84978,0
84979,0
84980,0
84981,0
84982,0
84983,1
84984,0
84985,1
84986,1
84987,1
